
> ppthub@0.1.0 generate-embeddings /Users/ameureka/Desktop/mksaas-ai-ppt-blog
> tsx scripts/generate-embeddings.ts

[Embeddings] ✓ ppt_4ba92d7e_16ad: 岗位竞聘...
[Embeddings] ✓ ppt_7b270cc4_346f: 商务汇报...
[Embeddings] ✓ ppt_33e01122_8aa5: 自我介绍...
[Embeddings] ✓ ppt_f82aa976_1802: 岗位竞聘...
[Embeddings] ✓ ppt_570df831_a2a2: 欧美高端...
[Embeddings] ✓ ppt_f820160e_b9bb: 蓝色人物剪影背景的“跨越极限成就不凡”商务办公系列PPT模板...
[Embeddings] ✓ ppt_bcf43afb_310b: 红色主题...
[Embeddings] ✓ ppt_5ddd87c2_74c0: 年终总结...
[Embedding] API error: 403
[Embeddings] ✗ ppt_91f057ee_ca77: 欧美高端...
[Embedding] API error: 403
[Embeddings] ✗ ppt_3ca5a48d_077c: 九一八事变...
[Embedding] API error: 403
[Embeddings] ✗ ppt_696bb516_30d7: 开学...
[Embedding] API error: 403
[Embeddings] ✗ ppt_0114e643_07d6: 企业培训...
[Embedding] API error: 403
[Embeddings] ✗ ppt_2575441b_c3ba: 简约工作总结...
[Embedding] API error: 403
[Embeddings] ✗ ppt_550e5783_ca9a: 简约风商务工作汇报...
[Embedding] API error: 403
[Embeddings] ✗ ppt_d4109da4_cfb0: 旅行画册...
[Embedding] API error: 403
[Embeddings] ✗ ppt_5369fac2_95df: 冬季安全...
[Embedding] API error: 403
[Embeddings] ✗ ppt_01771dd7_3aa5: 财务述职报告...
[Embedding] API error: 403
[Embeddings] ✗ ppt_10fd6778_5d1b: 年终总结...
[Embedding] API error: 403
[Embeddings] ✗ ppt_954e83ff_834f: 红色主题...
[Embedding] API error: 403
[Embeddings] ✗ ppt_9d08adff_8efe: 商务汇报...
[Embedding] API error: 403
[Embeddings] ✗ ppt_9cb6ca71_cc17: 九一八事变...
[Embedding] API error: 403
[Embeddings] ✗ ppt_64d0be53_5c7e: 自我介绍...
[Embedding] API error: 403
[Embeddings] ✗ ppt_a885c36b_d6a6: 岗位竞聘...
[Embedding] API error: 403
[Embeddings] ✗ ppt_1a965e36_aea8: 企业培训...
[Embedding] API error: 403
[Embeddings] ✗ ppt_816813af_a7da: 商务汇报...
[Embedding] API error: 403
[Embeddings] ✗ ppt_9258303d_0de6: 红色英雄故事...
[Embedding] API error: 403
[Embeddings] ✗ ppt_5bdf813d_083a: 蓝色古典花纹古建筑背景的“文化中国”中国风通用PPT模板...
[Embedding] API error: 403
[Embeddings] ✗ ppt_6d8789f5_ed51: 开学...
[Embedding] API error: 403
[Embeddings] ✗ ppt_efaca2d4_ab9a: 九一八事变...
[Embedding] API error: 403
[Embeddings] ✗ ppt_647022ee_99b5: 欧美高端...
[Embedding] API error: 403
[Embeddings] ✗ ppt_ef5b9592_6fc4: 商务汇报...
[Embedding] API error: 403
[Embeddings] ✗ ppt_3ddb47c6_9271: 岗位竞聘...
[Embedding] API error: 403
[Embeddings] ✗ ppt_e426979f_d5d2: 老师介绍...
[Embedding] API error: 403
[Embeddings] ✗ ppt_ea4c1df3_a1e5: 工作汇报...
[Embedding] API error: 403
[Embeddings] ✗ ppt_59e8e93f_7c53: 员工述职报告...
[Embedding] API error: 403
[Embeddings] ✗ ppt_591e7fb6_8ddd: 商务汇报...
[Embedding] API error: 403
[Embeddings] ✗ ppt_55bab8bf_9a76: 自我介绍...
[Embedding] API error: 403
[Embeddings] ✗ ppt_6e81a7ae_0cbc: 作品集...
[Embedding] API error: 403
[Embeddings] ✗ ppt_f9c36830_91fe: 互联网产品介绍...
[Embedding] API error: 403
